MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,,,,,2541-20,2541-20 Milw M12 - Compact Brad Nailer (Bare),,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,2541-20,,,,,Milw M12 - Compact Brad Nailer (Bare) for industrial and commercial applications.,Milw M12 - Compact Brad Nailer (Bare) Manufactured or supplied by Milwaukee Accessory (4031).,,Milw M12 - Compact Brad Nailer (Bare) designed for industrial and commercial use.,Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 2541-20,,,,,,,,,,,,,,,,,,,,,,,,Milw M12 - Compact Brad Nailer (Bare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCN930B,DCN930B Dewalt 20V 30 Degree - Framing Nailer,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCN930B,,,,,Dewalt 20V 30 Degree - Framing Nailer for industrial and commercial applications.,Dewalt 20V 30 Degree - Framing Nailer Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Voltage: 20 V.,,Dewalt 20V 30 Degree - Framing Nailer designed for industrial and commercial use. Key identified specifications include Voltage: 20 V.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCN930B,Voltage: 20 V,,,,,,,,,,,,,,,,,,,,,,Dewalt 20V 30 Degree - Framing Nailer,Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCN930P1,,,,,Dewalt 20V 30 Degree - Framing Nailer Kit for industrial and commercial applications.,Dewalt 20V 30 Degree - Framing Nailer Kit Manufactured or supplied by Black & Decker/dewlt (2585). Available product information includes Voltage: 20 V.,,Dewalt 20V 30 Degree - Framing Nailer Kit designed for industrial and commercial use. Key identified specifications include Voltage: 20 V.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCN930P1,Voltage: 20 V,,,,,,,,,,,,,,,,,,,,,,Dewalt 20V 30 Degree - Framing Nailer Kit,Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",,,,Makita Usa Inc (5142),Makita Usa Inc (5142),Unknown,LOW_CONFIDENCE,XNB04Z,,,,,"Makita 18V 2"" Brad Nailer 18GA (Bare) for industrial and commercial applications.","Makita 18V 2"" Brad Nailer 18GA (Bare) Manufactured or supplied by Makita Usa Inc (5142). Available product information includes Voltage: 18 V, Size: 2 in.",,"Makita 18V 2"" Brad Nailer 18GA (Bare) designed for industrial and commercial use. Key identified specifications include Voltage: 18 V, Size: 2 in.",Manufacturer: Makita Usa Inc (5142),Manufacturer Part Number: XNB04Z,Voltage: 18 V,Size: 2 in,,,,,,,,,,,,,,,,,,,,,,"Makita 18V 2"" Brad Nailer 18GA (Bare)",Voltage,18,V,Size,2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,XNB05Z,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",,,,Makita Usa Inc (5142),Makita Usa Inc (5142),Unknown,LOW_CONFIDENCE,XNB05Z,,,,,"Makita 18V 2-1/2"" Straight Finish Nailer 16GA for industrial and commercial applications.","Makita 18V 2-1/2"" Straight Finish Nailer 16GA Manufactured or supplied by Makita Usa Inc (5142). Available product information includes Voltage: 18 V, Size: 2-1/2 in.",,"Makita 18V 2-1/2"" Straight Finish Nailer 16GA designed for industrial and commercial use. Key identified specifications include Voltage: 18 V, Size: 2-1/2 in.",Manufacturer: Makita Usa Inc (5142),Manufacturer Part Number: XNB05Z,Voltage: 18 V,Size: 2-1/2 in,,,,,,,,,,,,,,,,,,,,,,"Makita 18V 2-1/2"" Straight Finish Nailer 16GA",Voltage,18,V,Size,2-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,XNB06Z,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",,,,Makita Usa Inc (5142),Makita Usa Inc (5142),Unknown,LOW_CONFIDENCE,XNB06Z,,,,,"Makita 18V 2-1/2"" Angled Finish Nailer 16GA for industrial and commercial applications.","Makita 18V 2-1/2"" Angled Finish Nailer 16GA Manufactured or supplied by Makita Usa Inc (5142). Available product information includes Voltage: 18 V, Size: 2-1/2 in.",,"Makita 18V 2-1/2"" Angled Finish Nailer 16GA designed for industrial and commercial use. Key identified specifications include Voltage: 18 V, Size: 2-1/2 in.",Manufacturer: Makita Usa Inc (5142),Manufacturer Part Number: XNB06Z,Voltage: 18 V,Size: 2-1/2 in,,,,,,,,,,,,,,,,,,,,,,"Makita 18V 2-1/2"" Angled Finish Nailer 16GA",Voltage,18,V,Size,2-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),,,,Makita Usa Inc (5142),Makita Usa Inc (5142),Unknown,LOW_CONFIDENCE,XNB07Z,,,,,Makita 18V LXT BL 30 Nailer (Bare) for industrial and commercial applications.,Makita 18V LXT BL 30 Nailer (Bare) Manufactured or supplied by Makita Usa Inc (5142). Available product information includes Voltage: 18 V.,,Makita 18V LXT BL 30 Nailer (Bare) designed for industrial and commercial use. Key identified specifications include Voltage: 18 V.,Manufacturer: Makita Usa Inc (5142),Manufacturer Part Number: XNB07Z,Voltage: 18 V,,,,,,,,,,,,,,,,,,,,,,,Makita 18V LXT BL 30 Nailer (Bare),Voltage,18,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DZN930,DZN930 Dewalt 30 Degree - Framing Magazine,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DZN930,,,,,Dewalt 30 Degree - Framing Magazine for industrial and commercial applications.,Dewalt 30 Degree - Framing Magazine Manufactured or supplied by Black & Decker/dewlt (2585).,,Dewalt 30 Degree - Framing Magazine designed for industrial and commercial use.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DZN930,,,,,,,,,,,,,,,,,,,,,,,Dewalt 30 Degree - Framing Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,220USB25U,220USB25U Vessel Screwdriver w/25pc Bit Set,,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc (VESTO),Unknown,LOW_CONFIDENCE,220USB25U,,,,,Vessel Screwdriver w/25pc Bit Set for industrial and commercial applications.,Vessel Screwdriver w/25pc Bit Set Manufactured or supplied by Vessel Tools USA Inc (VESTO). Available product information includes Quantity: 25 pcs.,,Vessel Screwdriver w/25pc Bit Set designed for industrial and commercial use. Key identified specifications include Quantity: 25 pcs.,Manufacturer: Vessel Tools USA Inc (VESTO),Manufacturer Part Number: 220USB25U,Quantity: 25 pcs,,,,,,,,,,,,,,,,,,,,,,,Vessel Screwdriver w/25pc Bit Set,Quantity,25,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,XRF03Z,XRF03Z Makita 18V Screwdriver - Autofeed,,,,Makita Usa Inc (5142),Makita Usa Inc (5142),Unknown,LOW_CONFIDENCE,XRF03Z,,,,,Makita 18V Screwdriver - Autofeed for industrial and commercial applications.,Makita 18V Screwdriver - Autofeed Manufactured or supplied by Makita Usa Inc (5142). Available product information includes Voltage: 18 V.,,Makita 18V Screwdriver - Autofeed designed for industrial and commercial use. Key identified specifications include Voltage: 18 V.,Manufacturer: Makita Usa Inc (5142),Manufacturer Part Number: XRF03Z,Voltage: 18 V,,,,,,,,,,,,,,,,,,,,,,,Makita 18V Screwdriver - Autofeed,Voltage,18,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,220USBP5U,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc (VESTO),Unknown,LOW_CONFIDENCE,220USBP5U,,,,,Vessel Screwdriver Plus w/5pc Bit Set for industrial and commercial applications.,Vessel Screwdriver Plus w/5pc Bit Set Manufactured or supplied by Vessel Tools USA Inc (VESTO). Available product information includes Quantity: 5 pcs.,,Vessel Screwdriver Plus w/5pc Bit Set designed for industrial and commercial use. Key identified specifications include Quantity: 5 pcs.,Manufacturer: Vessel Tools USA Inc (VESTO),Manufacturer Part Number: 220USBP5U,Quantity: 5 pcs,,,,,,,,,,,,,,,,,,,,,,,Vessel Screwdriver Plus w/5pc Bit Set,Quantity,5,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,49-66-4567,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",,,,Milwaukee Accessory (4031),Milwaukee Accessory (4031),Unknown,LOW_CONFIDENCE,49-66-4567,,,,,"Milw 6"" Magnetic - Impact Driver Set 6pc for industrial and commercial applications.","Milw 6"" Magnetic - Impact Driver Set 6pc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 6 in, Quantity: 6 pcs.",,"Milw 6"" Magnetic - Impact Driver Set 6pc designed for industrial and commercial use. Key identified specifications include Size: 6 in, Quantity: 6 pcs.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-66-4567,Size: 6 in,Quantity: 6 pcs,,,,,,,,,,,,,,,,,,,,,,"Milw 6"" Magnetic - Impact Driver Set 6pc",Size,6,in,Quantity,6,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,IBMG90K003,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc (VESTO),Unknown,LOW_CONFIDENCE,IBMG90K003,,,,,"Vessel Impact Ball Torsion Bit Assort 5pc 3.5"" for industrial and commercial applications.","Vessel Impact Ball Torsion Bit Assort 5pc 3.5"" Manufactured or supplied by Vessel Tools USA Inc (VESTO). Available product information includes Size: 3.5 in, Quantity: 5 pcs.",,"Vessel Impact Ball Torsion Bit Assort 5pc 3.5"" designed for industrial and commercial use. Key identified specifications include Size: 3.5 in, Quantity: 5 pcs.",Manufacturer: Vessel Tools USA Inc (VESTO),Manufacturer Part Number: IBMG90K003,Size: 3.5 in,Quantity: 5 pcs,,,,,,,,,,,,,,,,,,,,,,"Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",Size,3.5,in,Quantity,5,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,IBPH250P15T,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc (VESTO),Unknown,LOW_CONFIDENCE,IBPH250P15T,,,,,"Vessel Torsion Bit 2"" 15pc for industrial and commercial applications.","Vessel Torsion Bit 2"" 15pc Manufactured or supplied by Vessel Tools USA Inc (VESTO). Available product information includes Size: 2 in, Quantity: 15 pcs.",,"Vessel Torsion Bit 2"" 15pc designed for industrial and commercial use. Key identified specifications include Size: 2 in, Quantity: 15 pcs.",Manufacturer: Vessel Tools USA Inc (VESTO),Manufacturer Part Number: IBPH250P15T,Size: 2 in,Quantity: 15 pcs,,,,,,,,,,,,,,,,,,,,,,"Vessel Torsion Bit 2"" 15pc",Size,2,in,Quantity,15,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DPH12B,"DPH12B 2"" #1 Phillips Drive - Bit",,,,Freud Inc (2435),Freud Inc (2435),Diablo,REVIEW,DPH12B,,,,,"Diablo 2"" #1 Phillips Drive - Bit for industrial and commercial applications.","Diablo 2"" #1 Phillips Drive - Bit Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 2 in.",,"Diablo 2"" #1 Phillips Drive - Bit designed for industrial and commercial use. Key identified specifications include Size: 2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DPH12B,Size: 2 in,,,,,,,,,,,,,,,,,,,,,,"Diablo 2"" #1 Phillips Drive - Bit",Size,2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DPH135B,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",,,,Freud Inc (2435),Freud Inc (2435),Diablo,REVIEW,DPH135B,,,,,"Diablo 3-1/2"" #1 Phillips - Drive Bit for industrial and commercial applications.","Diablo 3-1/2"" #1 Phillips - Drive Bit Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 3-1/2 in.",,"Diablo 3-1/2"" #1 Phillips - Drive Bit designed for industrial and commercial use. Key identified specifications include Size: 3-1/2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DPH135B,Size: 3-1/2 in,,,,,,,,,,,,,,,,,,,,,,"Diablo 3-1/2"" #1 Phillips - Drive Bit",Size,3-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DPH21B,"DPH21B 1"" #2 Phillips Drive - Bit",,,,Freud Inc (2435),Freud Inc (2435),Diablo,REVIEW,DPH21B,,,,,"Diablo 1"" #2 Phillips Drive - Bit for industrial and commercial applications.","Diablo 1"" #2 Phillips Drive - Bit Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 1 in.",,"Diablo 1"" #2 Phillips Drive - Bit designed for industrial and commercial use. Key identified specifications include Size: 1 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DPH21B,Size: 1 in,,,,,,,,,,,,,,,,,,,,,,"Diablo 1"" #2 Phillips Drive - Bit",Size,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DPH22B,"DPH22B 2"" #2 Phillips Drive - Bit",,,,Freud Inc (2435),Freud Inc (2435),Diablo,REVIEW,DPH22B,,,,,"Diablo 2"" #2 Phillips Drive - Bit for industrial and commercial applications.","Diablo 2"" #2 Phillips Drive - Bit Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 2 in.",,"Diablo 2"" #2 Phillips Drive - Bit designed for industrial and commercial use. Key identified specifications include Size: 2 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DPH22B,Size: 2 in,,,,,,,,,,,,,,,,,,,,,,"Diablo 2"" #2 Phillips Drive - Bit",Size,2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
