Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name
6009,6009 Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whiteside Machine & Repair Co (WHIMA),Unknown,6009,6009 Whiteside Router Bit
3000A,3000A Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whiteside Machine & Repair Co (WHIMA),Unknown,3000A,3000A Whiteside Router Bit
MID6630201US,MID6630201US Deos663XCV Sander,,,,Mirka Abrasives Inc (MIRUS),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirka Abrasives Inc (MIRUS),Unknown,MID6630201US,MID6630201US Deos663XCV Sander
DCF6202,DCF6202 Dewalt Collated Attach,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DCF6202,DCF6202 Dewalt Collated Attach
25468,25468 Mason Line Brd Green - 500',,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,25468,25468 Mason Line Brd Green - 500'
25762,25762 Mason Line Brd Pink - 1000',,,,U S Tape Company (6694),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Tape Company (6694),Unknown,25762,25762 Mason Line Brd Pink - 1000'
21839NN,"21839NN File Bstd Mill 10""",,,Nicholson,-,Nicholson,0.7,Structured source,"[('Size', '10', 'in')]",Size,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Nicholson,21839NN,"21839NN File Bstd Mill 10"""
VN56920,"VN56920 10 1/2"" Saw Blade",,,,Marshalltown Trowel (5155),Unknown,0.0,No evidence,"[('Size', '1/2', 'in')]",Size,1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marshalltown Trowel (5155),Unknown,VN56920,"VN56920 10 1/2"" Saw Blade"
133164,133164 950/9 Hex Plus Spks - Multicolor,,,,Wera Tools NA Inc (WERTO),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wera Tools NA Inc (WERTO),Unknown,133164,133164 950/9 Hex Plus Spks - Multicolor
DWHT10993,DWHT10993 Folding Knife,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DWHT10993,DWHT10993 Folding Knife
DWHT10994,DWHT10994 Folding Knife,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DWHT10994,DWHT10994 Folding Knife
QB22RU,QB22RU Vessel Carrying Bit Holder (Red),,,,Vessel Tools USA Inc (VESTO),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vessel Tools USA Inc (VESTO),Unknown,QB22RU,QB22RU Vessel Carrying Bit Holder (Red)
QB22KU,QB22KU Vessel Carrying Bit Holder (Black),,,,Vessel Tools USA Inc (VESTO),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vessel Tools USA Inc (VESTO),Unknown,QB22KU,QB22KU Vessel Carrying Bit Holder (Black)
AVM6EV,AVM6 EV Mini Snip Red,,,,Malco Prod (2370),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malco Prod (2370),Unknown,AVM6EV,AVM6 EV Mini Snip Red
AVM6EV,AVM7 EV Mini Snip Green,,,,Malco Prod (2370),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malco Prod (2370),Unknown,AVM6EV,AVM7 EV Mini Snip Green
DSA0250B,"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Diablo,0.7,Structured source,"[('Size', '1/4', 'in')]",Size,1/4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DSA0250B,"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter"
DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Diablo,0.7,Structured source,"[('Size', '3/8', 'in')]",Size,3/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter"
DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Diablo,0.7,Structured source,"[('Size', '1/2', 'in')]",Size,1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter"
42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '3/8', 'in')]",Size,3/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint"
48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Quantity', '242', 'pcs')]",Quantity,242,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box
DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",,,,Black & Decker/dewlt (2585),DEWALT,0.6,Product description,"[('Size', '1/4', 'in'), ('Quantity', '50', 'pcs')]",Size,1/4,in,Quantity,50,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set"
DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",,,,Black & Decker/dewlt (2585),DEWALT,0.6,Product description,"[('Size', '3/8', 'in'), ('Quantity', '84', 'pcs')]",Size,3/8,in,Quantity,84,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set"
48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Quantity', '15', 'pcs')]",Quantity,15,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set
48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Quantity', '15', 'pcs')]",Quantity,15,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set
48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Quantity', '30', 'pcs')]",Quantity,30,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set
48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade
IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,,,Irwin,Irwin Industrial Tools (5863),Irwin,0.9,Structured source + description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irwin Industrial Tools (5863),Irwin,IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set
XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit",,,,Makita Usa Inc (5142),Unknown,0.0,No evidence,"[('Voltage', '18', 'V'), ('Size', '13', 'in')]",Voltage,18,V,Size,13,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita Usa Inc (5142),Unknown,XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit"
XRU15PT1,XRU15PT1 Makita String Trimmer,,,,Makita Usa Inc (5142),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita Usa Inc (5142),Unknown,XRU15PT1,XRU15PT1 Makita String Trimmer
XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only,,,,Makita Usa Inc (5142),Unknown,0.0,No evidence,"[('Voltage', '18', 'V')]",Voltage,18,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makita Usa Inc (5142),Unknown,XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only
0887-20,0887-20 Milw M18 Brushless Precision Blower,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,0887-20,0887-20 Milw M18 Brushless Precision Blower
DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),,,,Black & Decker/dewlt (2585),DEWALT,0.6,Product description,"[('Voltage', '20', 'V')]",Voltage,20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare)
2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker
2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout
9A-219-180,9A-219-180 Abranet 4x6x6,,,,Mirka Abrasives Inc (MIRUS),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirka Abrasives Inc (MIRUS),Unknown,9A-219-180,9A-219-180 Abranet 4x6x6
9A-219-120RP,9A-219-120RP Abranet 4x6x6,,,,Mirka Abrasives Inc (MIRUS),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirka Abrasives Inc (MIRUS),Unknown,9A-219-120RP,9A-219-120RP Abranet 4x6x6
3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",,,Milwaukee,Milwaukee Accessory (4031),Milwaukee,0.7,Structured source,"[('Size', '24', 'in')]",Size,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Milwaukee,3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer"
3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '24', 'in')]",Size,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit"
3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer",,,Milwaukee,Milwaukee Accessory (4031),Milwaukee,0.7,Structured source,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Milwaukee,3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer"
D25333K,D25333K Dewalt Hammer Drill,,,,Black & Decker/dewlt (2585),DEWALT,0.6,Product description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,D25333K,D25333K Dewalt Hammer Drill
DCD803B,DCD803B Dewalt Multi-Head Drill Driver,,,,Black & Decker/dewlt (2585),DEWALT,0.6,Product description,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black & Decker/dewlt (2585),DEWALT,DCD803B,DCD803B Dewalt Multi-Head Drill Driver
